Date,District,Vegetable,Sales (kg)
1/22/24,Kandy,Beans,231600
1/22/24,Kandy,Cabbage,138600
1/22/24,Kandy,Tomatoes,133800
1/22/24,Kandy,Potatoes,259200
1/22/24,Kandy,Brinjals,286200
1/22/24,Kandy,Pumpkins,184200
1/22/24,Kandy,Spinach,291000
1/22/24,Batticaloa,Carrots,12750
1/22/24,Batticaloa,Beans,110000
1/22/24,Batticaloa,Cabbage,69500
1/22/24,Batticaloa,Tomatoes,104750
1/22/24,Batticaloa,Potatoes,81000
1/22/24,Batticaloa,Brinjals,79250
1/22/24,Batticaloa,Pumpkins,17250
1/22/24,Batticaloa,Spinach,65000
1/22/24,Jaffna,Carrots,123250
1/22/24,Jaffna,Beans,57250
1/22/24,Jaffna,Cabbage,113000
1/22/24,Jaffna,Tomatoes,83500
1/22/24,Jaffna,Potatoes,27750
1/22/24,Jaffna,Brinjals,106500
1/22/24,Jaffna,Pumpkins,118750
1/22/24,Jaffna,Spinach,95500
1/23/24,Colombo,Carrots,49500
1/23/24,Colombo,Beans,332100
1/23/24,Colombo,Cabbage,409500
1/23/24,Colombo,Tomatoes,349200
1/23/24,Colombo,Potatoes,140400
1/23/24,Colombo,Brinjals,153000
1/23/24,Colombo,Pumpkins,389700
1/23/24,Colombo,Spinach,379800
1/23/24,Kandy,Carrots,132000
1/23/24,Kandy,Beans,120000
1/23/24,Kandy,Cabbage,183600
1/23/24,Kandy,Tomatoes,157800
1/23/24,Kandy,Potatoes,62400
1/23/24,Kandy,Brinjals,298800
1/23/24,Kandy,Pumpkins,133800
1/23/24,Kandy,Spinach,265200
1/23/24,Batticaloa,Carrots,27250
1/23/24,Batticaloa,Beans,97000
1/23/24,Batticaloa,Cabbage,91000
1/23/24,Batticaloa,Tomatoes,111750
1/23/24,Batticaloa,Potatoes,54250
1/23/24,Batticaloa,Brinjals,104000
1/23/24,Batticaloa,Pumpkins,22750
1/23/24,Batticaloa,Spinach,26250
1/23/24,Jaffna,Carrots,46250
1/23/24,Jaffna,Beans,19500
1/23/24,Jaffna,Cabbage,28250
1/23/24,Jaffna,Tomatoes,124000
1/23/24,Jaffna,Potatoes,99250
1/23/24,Jaffna,Brinjals,76750
1/23/24,Jaffna,Pumpkins,93500
1/23/24,Jaffna,Spinach,90750
1/24/24,Colombo,Carrots,217800
1/24/24,Colombo,Beans,449100
1/24/24,Colombo,Cabbage,265500
1/24/24,Colombo,Tomatoes,297900
1/24/24,Colombo,Potatoes,423900
1/24/24,Colombo,Brinjals,221400
1/24/24,Colombo,Pumpkins,271800
1/24/24,Colombo,Spinach,361800
1/24/24,Kandy,Carrots,227400
1/24/24,Kandy,Beans,105600
1/24/24,Kandy,Cabbage,249600
1/24/24,Kandy,Tomatoes,56400
1/24/24,Kandy,Potatoes,249000
1/24/24,Kandy,Brinjals,210600
1/24/24,Kandy,Pumpkins,94800
1/24/24,Kandy,Spinach,105600
1/24/24,Batticaloa,Carrots,95500
1/24/24,Batticaloa,Beans,72250
1/24/24,Batticaloa,Cabbage,101000
1/24/24,Batticaloa,Tomatoes,44500
1/24/24,Batticaloa,Potatoes,92250
1/24/24,Batticaloa,Brinjals,41250
1/24/24,Batticaloa,Pumpkins,88750
1/24/24,Batticaloa,Spinach,111750
1/24/24,Jaffna,Carrots,99750
1/24/24,Jaffna,Beans,113000
1/24/24,Jaffna,Cabbage,109750
1/24/24,Jaffna,Tomatoes,58250
1/24/24,Jaffna,Potatoes,41750
1/24/24,Jaffna,Brinjals,15250
1/24/24,Jaffna,Pumpkins,45500
1/24/24,Jaffna,Spinach,63000
1/25/24,Colombo,Carrots,191700
1/25/24,Colombo,Beans,392400
1/25/24,Colombo,Cabbage,63900
1/25/24,Colombo,Tomatoes,129600
1/25/24,Colombo,Potatoes,160200
1/25/24,Colombo,Brinjals,138600
1/25/24,Colombo,Pumpkins,265500
1/25/24,Colombo,Spinach,400500
1/25/24,Kandy,Carrots,66600
1/25/24,Kandy,Beans,299400
1/25/24,Kandy,Cabbage,36600
1/25/24,Kandy,Tomatoes,154800
1/25/24,Kandy,Potatoes,100200
1/25/24,Kandy,Brinjals,62400
1/25/24,Kandy,Pumpkins,285600
1/25/24,Kandy,Spinach,224400
1/25/24,Batticaloa,Carrots,34250
1/25/24,Batticaloa,Beans,71250
1/25/24,Batticaloa,Cabbage,99750
1/25/24,Batticaloa,Tomatoes,47250
1/25/24,Batticaloa,Potatoes,48250
1/25/24,Batticaloa,Brinjals,114250
1/25/24,Batticaloa,Pumpkins,14750
1/25/24,Batticaloa,Spinach,78750
1/25/24,Jaffna,Carrots,75250
1/25/24,Jaffna,Beans,118000
1/25/24,Jaffna,Cabbage,76000
1/25/24,Jaffna,Tomatoes,79500
1/25/24,Jaffna,Potatoes,74250
1/25/24,Jaffna,Brinjals,69250
1/25/24,Jaffna,Pumpkins,73500
1/25/24,Jaffna,Spinach,35750
1/26/24,Colombo,Carrots,360900
1/26/24,Colombo,Beans,285300
1/26/24,Colombo,Cabbage,416700
1/26/24,Colombo,Tomatoes,266400
1/26/24,Colombo,Potatoes,267300
1/26/24,Colombo,Brinjals,235800
1/26/24,Colombo,Pumpkins,136800
1/26/24,Colombo,Spinach,218700
1/26/24,Kandy,Carrots,282000
1/26/24,Kandy,Beans,54600
1/26/24,Kandy,Cabbage,44400
1/26/24,Kandy,Tomatoes,194400
1/26/24,Kandy,Potatoes,246600
1/26/24,Kandy,Brinjals,165000
1/26/24,Kandy,Pumpkins,120600
1/26/24,Kandy,Spinach,205800
1/26/24,Batticaloa,Carrots,117750
1/26/24,Batticaloa,Beans,47250
1/26/24,Batticaloa,Cabbage,77000
1/26/24,Batticaloa,Tomatoes,41750
1/26/24,Batticaloa,Potatoes,53500
1/26/24,Batticaloa,Brinjals,23250
1/26/24,Batticaloa,Pumpkins,59750
1/26/24,Batticaloa,Spinach,44500
1/26/24,Jaffna,Carrots,43000
1/26/24,Jaffna,Beans,22500
1/26/24,Jaffna,Cabbage,59250
1/26/24,Jaffna,Tomatoes,112750
1/26/24,Jaffna,Potatoes,25000
1/26/24,Jaffna,Brinjals,57250
1/26/24,Jaffna,Pumpkins,86250
1/26/24,Jaffna,Spinach,117250
1/27/24,Colombo,Carrots,66600
1/27/24,Colombo,Beans,51300
1/27/24,Colombo,Cabbage,439200
1/27/24,Colombo,Tomatoes,389700
1/27/24,Colombo,Potatoes,171900
1/27/24,Colombo,Brinjals,144900
1/27/24,Colombo,Pumpkins,202500
1/27/24,Colombo,Spinach,136800
1/27/24,Kandy,Carrots,229200
1/27/24,Kandy,Beans,88200
1/27/24,Kandy,Cabbage,279600
1/27/24,Kandy,Tomatoes,163200
1/27/24,Kandy,Potatoes,72000
1/27/24,Kandy,Brinjals,269400
1/27/24,Kandy,Pumpkins,84600
1/27/24,Kandy,Spinach,65400
1/27/24,Batticaloa,Carrots,28000
1/27/24,Batticaloa,Beans,67000
1/27/24,Batticaloa,Cabbage,39250
1/27/24,Batticaloa,Tomatoes,94500
1/27/24,Batticaloa,Potatoes,86500
1/27/24,Batticaloa,Brinjals,50750
1/27/24,Batticaloa,Pumpkins,24000
1/27/24,Batticaloa,Spinach,36000
1/27/24,Jaffna,Carrots,48750
1/27/24,Jaffna,Beans,65500
1/27/24,Jaffna,Cabbage,88250
1/27/24,Jaffna,Tomatoes,28000
1/27/24,Jaffna,Potatoes,99250
1/27/24,Jaffna,Brinjals,17250
1/27/24,Jaffna,Pumpkins,124250
1/27/24,Jaffna,Spinach,56000
1/28/24,Colombo,Carrots,113400
1/28/24,Colombo,Beans,319500
1/28/24,Colombo,Cabbage,371700
1/28/24,Colombo,Tomatoes,71100
1/28/24,Colombo,Potatoes,202500
1/28/24,Colombo,Brinjals,318600
1/28/24,Colombo,Pumpkins,81900
1/28/24,Colombo,Spinach,99900
1/28/24,Kandy,Carrots,189600
1/28/24,Kandy,Beans,289200
1/28/24,Kandy,Cabbage,201000
1/28/24,Kandy,Tomatoes,117000
1/28/24,Kandy,Potatoes,282600
1/28/24,Kandy,Brinjals,124800
1/28/24,Kandy,Pumpkins,142200
1/28/24,Kandy,Spinach,279000
1/28/24,Batticaloa,Carrots,23750
1/28/24,Batticaloa,Beans,22500
1/28/24,Batticaloa,Cabbage,90250
1/28/24,Batticaloa,Tomatoes,60750
1/28/24,Batticaloa,Potatoes,91750
1/28/24,Batticaloa,Brinjals,88750
1/28/24,Batticaloa,Pumpkins,38000
1/28/24,Batticaloa,Spinach,90750
1/28/24,Jaffna,Carrots,114250
1/28/24,Jaffna,Beans,94000
1/28/24,Jaffna,Cabbage,92000
1/28/24,Jaffna,Tomatoes,35000
1/28/24,Jaffna,Potatoes,21750
1/28/24,Jaffna,Brinjals,80500
1/28/24,Jaffna,Pumpkins,71750
1/28/24,Jaffna,Spinach,50000
1/29/24,Colombo,Carrots,373500
1/29/24,Colombo,Beans,93600
1/29/24,Colombo,Cabbage,331200
1/29/24,Colombo,Tomatoes,110700
1/29/24,Colombo,Potatoes,225900
1/29/24,Colombo,Brinjals,141300
1/29/24,Colombo,Pumpkins,234000
1/29/24,Colombo,Spinach,254700
1/29/24,Kandy,Carrots,103800
1/29/24,Kandy,Beans,250200
1/29/24,Kandy,Cabbage,48000
1/29/24,Kandy,Tomatoes,34800
1/29/24,Kandy,Potatoes,231000
1/29/24,Kandy,Brinjals,238800
1/29/24,Kandy,Pumpkins,139200
1/29/24,Kandy,Spinach,297000
1/29/24,Batticaloa,Carrots,55500
1/29/24,Batticaloa,Beans,28500
1/29/24,Batticaloa,Cabbage,88500
1/29/24,Batticaloa,Tomatoes,22500
1/29/24,Batticaloa,Potatoes,43750
1/29/24,Batticaloa,Brinjals,92000
1/29/24,Batticaloa,Pumpkins,40250
1/29/24,Batticaloa,Spinach,86750
1/29/24,Jaffna,Carrots,95500
1/29/24,Jaffna,Beans,101000
1/29/24,Jaffna,Cabbage,25750
1/29/24,Jaffna,Tomatoes,107000
1/29/24,Jaffna,Potatoes,29750
1/29/24,Jaffna,Brinjals,20250
1/29/24,Jaffna,Pumpkins,13000
1/29/24,Jaffna,Spinach,28750
1/30/24,Colombo,Carrots,144900
1/30/24,Colombo,Beans,264600
1/30/24,Colombo,Cabbage,84600
1/30/24,Colombo,Tomatoes,243000
1/30/24,Colombo,Potatoes,169200
1/30/24,Colombo,Brinjals,298800
1/30/24,Colombo,Pumpkins,153000
1/30/24,Colombo,Spinach,216000
1/30/24,Kandy,Carrots,45000
1/30/24,Kandy,Beans,223200
1/30/24,Kandy,Cabbage,137400
1/30/24,Kandy,Tomatoes,111600
1/30/24,Kandy,Potatoes,170400
1/30/24,Kandy,Brinjals,101400
1/30/24,Kandy,Pumpkins,186000
1/30/24,Kandy,Spinach,60000
1/30/24,Batticaloa,Carrots,45750
1/30/24,Batticaloa,Beans,81750
1/30/24,Batticaloa,Cabbage,95000
1/30/24,Batticaloa,Tomatoes,62000
1/30/24,Batticaloa,Potatoes,59250
1/30/24,Batticaloa,Brinjals,53250
1/30/24,Batticaloa,Pumpkins,101750
1/30/24,Batticaloa,Spinach,65000
1/30/24,Jaffna,Carrots,90500
1/30/24,Jaffna,Beans,121750
1/30/24,Jaffna,Cabbage,21750
1/30/24,Jaffna,Tomatoes,59250
1/30/24,Jaffna,Potatoes,73500
1/30/24,Jaffna,Brinjals,115000
1/30/24,Jaffna,Pumpkins,95000
1/30/24,Jaffna,Spinach,17250
1/31/24,Colombo,Carrots,82800
1/31/24,Colombo,Beans,375300
1/31/24,Colombo,Cabbage,160200
1/31/24,Colombo,Tomatoes,272700
1/31/24,Colombo,Potatoes,180000
1/31/24,Colombo,Brinjals,123300
1/31/24,Colombo,Pumpkins,168300
1/31/24,Colombo,Spinach,147600
1/31/24,Kandy,Carrots,48600
1/31/24,Kandy,Beans,268800
1/31/24,Kandy,Cabbage,103200
1/31/24,Kandy,Tomatoes,215400
1/31/24,Kandy,Potatoes,282600
1/31/24,Kandy,Brinjals,170400
1/31/24,Kandy,Pumpkins,109200
1/31/24,Kandy,Spinach,100200
1/31/24,Batticaloa,Carrots,60750
1/31/24,Batticaloa,Beans,115500
1/31/24,Batticaloa,Cabbage,50250
1/31/24,Batticaloa,Tomatoes,111750
1/31/24,Batticaloa,Potatoes,35750
1/31/24,Batticaloa,Brinjals,19750
1/31/24,Batticaloa,Pumpkins,98000
1/31/24,Batticaloa,Spinach,110750
1/31/24,Jaffna,Carrots,73250
1/31/24,Jaffna,Beans,43750
1/31/24,Jaffna,Cabbage,27000
1/31/24,Jaffna,Tomatoes,60000
1/31/24,Jaffna,Potatoes,64750
1/31/24,Jaffna,Brinjals,119750
1/31/24,Jaffna,Pumpkins,72500
1/31/24,Jaffna,Spinach,59250
2/1/24,Colombo,Carrots,435600
2/1/24,Colombo,Beans,115200
2/1/24,Colombo,Cabbage,292500
2/1/24,Colombo,Tomatoes,56700
2/1/24,Colombo,Potatoes,380700
2/1/24,Colombo,Brinjals,319500
2/1/24,Colombo,Pumpkins,68400
2/1/24,Colombo,Spinach,345600
2/1/24,Kandy,Carrots,61200
2/1/24,Kandy,Beans,251400
2/1/24,Kandy,Cabbage,162600
2/1/24,Kandy,Tomatoes,46200
2/1/24,Kandy,Potatoes,264600
2/1/24,Kandy,Brinjals,82800
2/1/24,Kandy,Pumpkins,87000
2/1/24,Kandy,Spinach,297000
2/1/24,Batticaloa,Carrots,115250
2/1/24,Batticaloa,Beans,99000
2/1/24,Batticaloa,Cabbage,121000
2/1/24,Batticaloa,Tomatoes,85000
2/1/24,Batticaloa,Potatoes,94000
2/1/24,Batticaloa,Brinjals,24000
2/1/24,Batticaloa,Pumpkins,73000
2/1/24,Batticaloa,Spinach,107000
2/1/24,Jaffna,Carrots,120250
2/1/24,Jaffna,Beans,58750
2/1/24,Jaffna,Cabbage,95500
2/1/24,Jaffna,Tomatoes,50250
2/1/24,Jaffna,Potatoes,95000
2/1/24,Jaffna,Brinjals,45250
2/1/24,Jaffna,Pumpkins,32250
2/1/24,Jaffna,Spinach,48250
2/2/24,Colombo,Carrots,62100
2/2/24,Colombo,Beans,55800
2/2/24,Colombo,Cabbage,70200
2/2/24,Colombo,Tomatoes,207000
2/2/24,Colombo,Potatoes,297900
2/2/24,Colombo,Brinjals,371700
2/2/24,Colombo,Pumpkins,124200
2/2/24,Colombo,Spinach,125100
2/2/24,Kandy,Carrots,251400
2/2/24,Kandy,Beans,279000
2/2/24,Kandy,Cabbage,105000
2/2/24,Kandy,Tomatoes,279000
2/2/24,Kandy,Potatoes,294000
2/2/24,Kandy,Brinjals,247200
2/2/24,Kandy,Pumpkins,93000
2/2/24,Kandy,Spinach,89400
2/2/24,Batticaloa,Carrots,13750
2/2/24,Batticaloa,Beans,93250
2/2/24,Batticaloa,Cabbage,55000
2/2/24,Batticaloa,Tomatoes,118000
2/2/24,Batticaloa,Potatoes,91000
2/2/24,Batticaloa,Brinjals,62250
2/2/24,Batticaloa,Pumpkins,96500
2/2/24,Batticaloa,Spinach,98000
2/2/24,Jaffna,Carrots,97750
2/2/24,Jaffna,Beans,35000
2/2/24,Jaffna,Cabbage,88500
2/2/24,Jaffna,Tomatoes,36750
2/2/24,Jaffna,Potatoes,60500
2/2/24,Jaffna,Brinjals,110000
2/2/24,Jaffna,Pumpkins,82250
2/2/24,Jaffna,Spinach,49000
2/3/24,Colombo,Carrots,163800
2/3/24,Colombo,Beans,225000
2/3/24,Colombo,Cabbage,410400
2/3/24,Colombo,Tomatoes,200700
2/3/24,Colombo,Potatoes,304200
2/3/24,Colombo,Brinjals,356400
2/3/24,Colombo,Pumpkins,298800
2/3/24,Colombo,Spinach,331200
2/3/24,Kandy,Carrots,117000
2/3/24,Kandy,Beans,234600
2/3/24,Kandy,Cabbage,79800
2/3/24,Kandy,Tomatoes,105000
2/3/24,Kandy,Potatoes,169200
2/3/24,Kandy,Brinjals,127800
2/3/24,Kandy,Pumpkins,72600
2/3/24,Kandy,Spinach,175200
2/3/24,Batticaloa,Carrots,58250
2/3/24,Batticaloa,Beans,44500
2/3/24,Batticaloa,Cabbage,93750
2/3/24,Batticaloa,Tomatoes,121000
2/3/24,Batticaloa,Potatoes,39750
2/3/24,Batticaloa,Brinjals,25250
2/3/24,Batticaloa,Pumpkins,75500
2/3/24,Batticaloa,Spinach,53250
2/3/24,Jaffna,Carrots,20250
2/3/24,Jaffna,Beans,16000
2/3/24,Jaffna,Cabbage,104750
2/3/24,Jaffna,Tomatoes,29500
2/3/24,Jaffna,Potatoes,86250
2/3/24,Jaffna,Brinjals,49750
2/3/24,Jaffna,Pumpkins,30250
2/3/24,Jaffna,Spinach,106500
2/4/24,Colombo,Carrots,106200
2/4/24,Colombo,Beans,259200
2/4/24,Colombo,Cabbage,106200
2/4/24,Colombo,Tomatoes,58500
2/4/24,Colombo,Potatoes,98100
2/4/24,Colombo,Brinjals,435600
2/4/24,Colombo,Pumpkins,88200
2/4/24,Colombo,Spinach,185400
2/4/24,Kandy,Carrots,40200
2/4/24,Kandy,Beans,273000
2/4/24,Kandy,Cabbage,228600
2/4/24,Kandy,Tomatoes,130200
2/4/24,Kandy,Potatoes,149400
2/4/24,Kandy,Brinjals,37200
2/4/24,Kandy,Pumpkins,246600
2/4/24,Kandy,Spinach,97200
2/4/24,Batticaloa,Carrots,59000
2/4/24,Batticaloa,Beans,15750
2/4/24,Batticaloa,Cabbage,47750
2/4/24,Batticaloa,Tomatoes,60000
2/4/24,Batticaloa,Potatoes,74250
2/4/24,Batticaloa,Brinjals,39500
2/4/24,Batticaloa,Pumpkins,34250
2/4/24,Batticaloa,Spinach,85250
2/4/24,Jaffna,Carrots,49750
2/4/24,Jaffna,Beans,78250
2/4/24,Jaffna,Cabbage,50750
2/4/24,Jaffna,Tomatoes,52250
2/4/24,Jaffna,Potatoes,50750
2/4/24,Jaffna,Brinjals,48000
2/4/24,Jaffna,Pumpkins,117250
2/4/24,Jaffna,Spinach,69250
2/5/24,Colombo,Carrots,126000
2/5/24,Colombo,Beans,105300
2/5/24,Colombo,Cabbage,448200
2/5/24,Colombo,Tomatoes,389700
2/5/24,Colombo,Potatoes,337500
2/5/24,Colombo,Brinjals,411300
2/5/24,Colombo,Pumpkins,51300
2/5/24,Colombo,Spinach,147600
2/5/24,Kandy,Carrots,182400
2/5/24,Kandy,Beans,59400
2/5/24,Kandy,Cabbage,165000
2/5/24,Kandy,Tomatoes,238800
2/5/24,Kandy,Potatoes,237600
2/5/24,Kandy,Brinjals,73800
2/5/24,Kandy,Pumpkins,82800
2/5/24,Kandy,Spinach,56400
2/5/24,Batticaloa,Carrots,63250
2/5/24,Batticaloa,Beans,124750
2/5/24,Batticaloa,Cabbage,83250
2/5/24,Batticaloa,Tomatoes,82750
2/5/24,Batticaloa,Potatoes,84000
2/5/24,Batticaloa,Brinjals,79750
2/5/24,Batticaloa,Pumpkins,109750
2/5/24,Batticaloa,Spinach,24750
2/5/24,Jaffna,Carrots,102750
2/5/24,Jaffna,Beans,101000
2/5/24,Jaffna,Cabbage,91250
2/5/24,Jaffna,Tomatoes,18000
2/5/24,Jaffna,Potatoes,18250
2/5/24,Jaffna,Brinjals,32500
2/5/24,Jaffna,Pumpkins,57250
2/5/24,Jaffna,Spinach,38000
2/6/24,Colombo,Carrots,86400
2/6/24,Colombo,Beans,339300
2/6/24,Colombo,Cabbage,413100
2/6/24,Colombo,Tomatoes,405000
2/6/24,Colombo,Potatoes,279900
2/6/24,Colombo,Brinjals,180000
2/6/24,Colombo,Pumpkins,349200
2/6/24,Colombo,Spinach,288000
2/6/24,Kandy,Carrots,54000
2/6/24,Kandy,Beans,222000
2/6/24,Kandy,Cabbage,118200
2/6/24,Kandy,Tomatoes,72600
2/6/24,Kandy,Potatoes,129600
2/6/24,Kandy,Brinjals,190200
2/6/24,Kandy,Pumpkins,94200
2/6/24,Kandy,Spinach,90000
2/6/24,Batticaloa,Carrots,26250
2/6/24,Batticaloa,Beans,107250
2/6/24,Batticaloa,Cabbage,37750
2/6/24,Batticaloa,Tomatoes,106750
2/6/24,Batticaloa,Potatoes,103250
2/6/24,Batticaloa,Brinjals,30500
2/6/24,Batticaloa,Pumpkins,102250
2/6/24,Batticaloa,Spinach,107750
2/6/24,Jaffna,Carrots,40750
2/6/24,Jaffna,Beans,34000
2/6/24,Jaffna,Cabbage,22750
2/6/24,Jaffna,Tomatoes,25500
2/6/24,Jaffna,Potatoes,123000
2/6/24,Jaffna,Brinjals,49000
2/6/24,Jaffna,Pumpkins,55750
2/6/24,Jaffna,Spinach,47250
2/7/24,Colombo,Carrots,72900
2/7/24,Colombo,Beans,222300
2/7/24,Colombo,Cabbage,81000
2/7/24,Colombo,Tomatoes,417600
2/7/24,Colombo,Potatoes,81000
2/7/24,Colombo,Brinjals,425700
2/7/24,Colombo,Pumpkins,84600
2/7/24,Colombo,Spinach,103500
2/7/24,Kandy,Carrots,68400
2/7/24,Kandy,Beans,259800
2/7/24,Kandy,Cabbage,151200
2/7/24,Kandy,Tomatoes,69600
2/7/24,Kandy,Potatoes,41400
2/7/24,Kandy,Brinjals,36000
2/7/24,Kandy,Pumpkins,94200
2/7/24,Kandy,Spinach,293400
2/7/24,Batticaloa,Carrots,58500
2/7/24,Batticaloa,Beans,117750
2/7/24,Batticaloa,Cabbage,99000
2/7/24,Batticaloa,Tomatoes,31500
2/7/24,Batticaloa,Potatoes,44000
2/7/24,Batticaloa,Brinjals,80750
2/7/24,Batticaloa,Pumpkins,74750
2/7/24,Batticaloa,Spinach,28750
2/7/24,Jaffna,Carrots,69000
2/7/24,Jaffna,Beans,94750
2/7/24,Jaffna,Cabbage,116500
2/7/24,Jaffna,Tomatoes,108500
2/7/24,Jaffna,Potatoes,47500
2/7/24,Jaffna,Brinjals,59500
2/7/24,Jaffna,Pumpkins,62500
2/7/24,Jaffna,Spinach,81000
2/8/24,Colombo,Carrots,98100
2/8/24,Colombo,Beans,449100
2/8/24,Colombo,Cabbage,302400
2/8/24,Colombo,Tomatoes,346500
2/8/24,Colombo,Potatoes,159300
2/8/24,Colombo,Brinjals,113400
2/8/24,Colombo,Pumpkins,127800
2/8/24,Colombo,Spinach,390600
2/8/24,Kandy,Carrots,124800
2/8/24,Kandy,Beans,88800
2/8/24,Kandy,Cabbage,71400
2/8/24,Kandy,Tomatoes,58800
2/8/24,Kandy,Potatoes,277200
2/8/24,Kandy,Brinjals,291000
2/8/24,Kandy,Pumpkins,234600
2/8/24,Kandy,Spinach,92400
2/8/24,Batticaloa,Carrots,96750
2/8/24,Batticaloa,Beans,49000
2/8/24,Batticaloa,Cabbage,115250
2/8/24,Batticaloa,Tomatoes,54750
2/8/24,Batticaloa,Potatoes,113000
2/8/24,Batticaloa,Brinjals,53750
2/8/24,Batticaloa,Pumpkins,51000
2/8/24,Batticaloa,Spinach,48000
2/8/24,Jaffna,Carrots,109500
2/8/24,Jaffna,Beans,28750
2/8/24,Jaffna,Cabbage,49000
2/8/24,Jaffna,Tomatoes,124250
2/8/24,Jaffna,Potatoes,111500
2/8/24,Jaffna,Brinjals,96500
2/8/24,Jaffna,Pumpkins,61250
2/8/24,Jaffna,Spinach,24250
2/9/24,Colombo,Carrots,370800
2/9/24,Colombo,Beans,59400
2/9/24,Colombo,Cabbage,332100
2/9/24,Colombo,Tomatoes,90900
2/9/24,Colombo,Potatoes,276300
2/9/24,Colombo,Brinjals,417600
2/9/24,Colombo,Pumpkins,230400
2/9/24,Colombo,Spinach,102600
2/9/24,Kandy,Carrots,86400
2/9/24,Kandy,Beans,30600
2/9/24,Kandy,Cabbage,219000
2/9/24,Kandy,Tomatoes,268800
2/9/24,Kandy,Potatoes,157800
2/9/24,Kandy,Brinjals,186600
2/9/24,Kandy,Pumpkins,269400
2/9/24,Kandy,Spinach,36000
2/9/24,Batticaloa,Carrots,13250
2/9/24,Batticaloa,Beans,98500
2/9/24,Batticaloa,Cabbage,90000
2/9/24,Batticaloa,Tomatoes,43750
2/9/24,Batticaloa,Potatoes,70500
2/9/24,Batticaloa,Brinjals,65500
2/9/24,Batticaloa,Pumpkins,68500
2/9/24,Batticaloa,Spinach,114750
2/9/24,Jaffna,Carrots,54500
2/9/24,Jaffna,Beans,86000
2/9/24,Jaffna,Cabbage,24750
2/9/24,Jaffna,Tomatoes,113750
2/9/24,Jaffna,Potatoes,42500
2/9/24,Jaffna,Brinjals,64250
2/9/24,Jaffna,Pumpkins,46750
2/9/24,Jaffna,Spinach,48750
2/10/24,Colombo,Carrots,360900
2/10/24,Colombo,Beans,263700
2/10/24,Colombo,Cabbage,163800
2/10/24,Colombo,Tomatoes,101700
2/10/24,Colombo,Potatoes,288900
2/10/24,Colombo,Brinjals,181800
2/10/24,Colombo,Pumpkins,73800
2/10/24,Colombo,Spinach,134100
2/10/24,Kandy,Carrots,69600
2/10/24,Kandy,Beans,175800
2/10/24,Kandy,Cabbage,299400
2/10/24,Kandy,Tomatoes,198600
2/10/24,Kandy,Potatoes,61200
2/10/24,Kandy,Brinjals,73800
2/10/24,Kandy,Pumpkins,123000
2/10/24,Kandy,Spinach,104400
2/10/24,Batticaloa,Carrots,101250
2/10/24,Batticaloa,Beans,76000
2/10/24,Batticaloa,Cabbage,77000
2/10/24,Batticaloa,Tomatoes,44500
2/10/24,Batticaloa,Potatoes,124500
2/10/24,Batticaloa,Brinjals,47750
2/10/24,Batticaloa,Pumpkins,82000
2/10/24,Batticaloa,Spinach,73250
2/10/24,Jaffna,Carrots,29500
2/10/24,Jaffna,Beans,110750
2/10/24,Jaffna,Cabbage,75500
2/10/24,Jaffna,Tomatoes,95750
2/10/24,Jaffna,Potatoes,68000
2/10/24,Jaffna,Brinjals,61250
2/10/24,Jaffna,Pumpkins,99500
2/10/24,Jaffna,Spinach,85750
2/11/24,Colombo,Carrots,197100
2/11/24,Colombo,Beans,56700
2/11/24,Colombo,Cabbage,356400
2/11/24,Colombo,Tomatoes,128700
2/11/24,Colombo,Potatoes,441900
2/11/24,Colombo,Brinjals,171000
2/11/24,Colombo,Pumpkins,288900
2/11/24,Colombo,Spinach,387900
2/11/24,Kandy,Carrots,69600
2/11/24,Kandy,Beans,126000
2/11/24,Kandy,Cabbage,49200
2/11/24,Kandy,Tomatoes,103200
2/11/24,Kandy,Potatoes,274200
2/11/24,Kandy,Brinjals,220200
2/11/24,Kandy,Pumpkins,139200
2/11/24,Kandy,Spinach,143400
2/11/24,Batticaloa,Carrots,52250
2/11/24,Batticaloa,Beans,41750
2/11/24,Batticaloa,Cabbage,18500
2/11/24,Batticaloa,Tomatoes,72000
2/11/24,Batticaloa,Potatoes,80000
2/11/24,Batticaloa,Brinjals,40750
2/11/24,Batticaloa,Pumpkins,28000
2/11/24,Batticaloa,Spinach,123750
2/11/24,Jaffna,Carrots,61000
2/11/24,Jaffna,Beans,117750
2/11/24,Jaffna,Cabbage,72750
2/11/24,Jaffna,Tomatoes,66750
2/11/24,Jaffna,Potatoes,93250
2/11/24,Jaffna,Brinjals,43750
2/11/24,Jaffna,Pumpkins,37250
2/11/24,Jaffna,Spinach,117000
2/12/24,Colombo,Carrots,340200
2/12/24,Colombo,Beans,115200
2/12/24,Colombo,Cabbage,120600
2/12/24,Colombo,Tomatoes,392400
2/12/24,Colombo,Potatoes,306900
2/12/24,Colombo,Brinjals,263700
2/12/24,Colombo,Pumpkins,329400
2/12/24,Colombo,Spinach,127800
2/12/24,Kandy,Carrots,55200
2/12/24,Kandy,Beans,34200
2/12/24,Kandy,Cabbage,261600
2/12/24,Kandy,Tomatoes,288600
2/12/24,Kandy,Potatoes,201600
2/12/24,Kandy,Brinjals,110400
2/12/24,Kandy,Pumpkins,229800
2/12/24,Kandy,Spinach,176400
2/12/24,Batticaloa,Carrots,74000
2/12/24,Batticaloa,Beans,69000
2/12/24,Batticaloa,Cabbage,100250
